"","original_reaction","reaction_ID","xml_equation","bigg_name"
"1177","TYRt2m: h_m + tyr_L_m --> h_c + tyr_L_c","TYRt2m"," h_m + tyr_L_m --> h_c + tyr_L_c","Tyrosine mitochondrial transport via proton symport"
"1178","TYRt2p: h_c + tyr_L_c <=> h_x + tyr_L_x","TYRt2p"," h_c + tyr_L_c <=> h_x + tyr_L_x","Tyrosine peroxisomal transport via proton symport"
"1179","TYRt2r: h_e + tyr_L_e <=> h_c + tyr_L_c","TYRt2r"," h_e + tyr_L_e <=> h_c + tyr_L_c","L tyrosine reversible transport via proton symport"
"1180","UDPACGLP: acgam1p_c + h_c + utp_c <=> ppi_c + udpacgal_c","UDPACGLP"," acgam1p_c + h_c + utp_c <=> ppi_c + udpacgal_c","UDP N acetylglucosamine diphosphorylase"
"1181","UDPG4E: udpg_c <=> udpgal_c","UDPG4E"," udpg_c <=> udpgal_c","UDPglucose 4-epimerase"
"1182","UGLYCHr: h2o_c + 2.0 h_c + urdglyc_c <=> co2_c + glx_c + 2.0 nh4_c","UGLYCHr"," h2o_c + 2.0 h_c + urdglyc_c <=> co2_c + glx_c + 2.0 nh4_c",NA
"1183","KARA1im: alac_S_m + h_m + nadph_m --> 23dhmb_m + nadp_m","KARA1im"," alac_S_m + h_m + nadph_m --> 23dhmb_m + nadp_m","Acetohydroxy acid isomeroreductase  mitochondrial"
"1184","UMPKn: atp_n + ump_n <=> adp_n + udp_n","UMPKn"," atp_n + ump_n <=> adp_n + udp_n","UMP kinase  nuclear"
"1185","UMPtn: ump_c <=> ump_n","UMPtn"," ump_c <=> ump_n","UMP nuclear transport"
"1186","UPP3MT: 2.0 amet_c + uppg3_c --> 2.0 ahcys_c + dscl_c + h_c","UPP3MT"," 2.0 amet_c + uppg3_c --> 2.0 ahcys_c + dscl_c + h_c","Uroporphyrinogen methyltransferase"
"1187","UPP3S: hmbil_c --> h2o_c + uppg3_c","UPP3S"," hmbil_c --> h2o_c + uppg3_c","Uroporphyrinogen-III synthase"
"1188","UPPDC1: 4.0 h_c + uppg3_c --> 4.0 co2_c + cpppg3_c","UPPDC1"," 4.0 h_c + uppg3_c --> 4.0 co2_c + cpppg3_c","Uroporphyrinogen decarboxylase (uroporphyrinogen III)"
"1189","UPPRT: prpp_c + ura_c --> ppi_c + ump_c","UPPRT"," prpp_c + ura_c --> ppi_c + ump_c","Uracil phosphoribosyltransferase"
"1190","URAt2: h_e + ura_e --> h_c + ura_c","URAt2"," h_e + ura_e --> h_c + ura_c","Uracil transport in via proton symport"
"1191","UREA2t2: 2.0 h_e + urea_e <=> 2.0 h_c + urea_c","UREA2t2"," 2.0 h_e + urea_e <=> 2.0 h_c + urea_c","Urea reversible transport via proton symport  2 H "
"1192","UREASE: atp_c + hco3_c + urea_c <=> adp_c + allphn_c + h_c + pi_c","UREASE"," atp_c + hco3_c + urea_c <=> adp_c + allphn_c + h_c + pi_c","Urea carboxylase"
"1193","URIDK2r: atp_c + dump_c <=> adp_c + dudp_c","URIDK2r"," atp_c + dump_c <=> adp_c + dudp_c","Uridylate kinase (dUMP)"
"1194","URIDK2rn: atp_n + dump_n <=> adp_n + dudp_n","URIDK2rn"," atp_n + dump_n <=> adp_n + dudp_n","Uridylate kinase  dUMP   nuclear"
"1195","URIK1: atp_c + uri_c --> adp_c + h_c + ump_c","URIK1"," atp_c + uri_c --> adp_c + h_c + ump_c","Uridine kinase  ATPUridine "
"1196","URIK2: gtp_c + uri_c --> gdp_c + h_c + ump_c","URIK2"," gtp_c + uri_c --> gdp_c + h_c + ump_c","Uridine kinase (GTP:Uridine)"
"1197","URIt2: h_e + uri_e --> h_c + uri_c","URIt2"," h_e + uri_e --> h_c + uri_c","Uridine transport in via proton symport"
"1198","KARA2im: 2ahbut_m + h_m + nadph_m --> 23dhmp_m + nadp_m","KARA2im"," 2ahbut_m + h_m + nadph_m --> 23dhmp_m + nadp_m","Ketol acid reductoisomerase  2 Aceto 2 hydroxybutanoate   mitochondrial"
"1199","VALTRS: atp_c + trnaval_c + val_L_c --> amp_c + ppi_c + valtrna_c","VALTRS"," atp_c + trnaval_c + val_L_c --> amp_c + ppi_c + valtrna_c","Valyl-tRNA synthetase"
"1200","VALTRSm: atp_m + trnaval_m + val_L_m --> amp_m + ppi_m + valtrna_m","VALTRSm"," atp_m + trnaval_m + val_L_m --> amp_m + ppi_m + valtrna_m","Valyl tRNA synthetase  mitochondrial"
"1201","VALt2m: h_c + val_L_c <=> h_m + val_L_m","VALt2m"," h_c + val_L_c <=> h_m + val_L_m","Valine reversible mitochondrial transport via proton symport"
"1202","VALt2r: h_e + val_L_e <=> h_c + val_L_c","VALt2r"," h_e + val_L_e <=> h_c + val_L_c","L valine reversible transport via proton symport"
"1203","XANt: xan_e <=> xan_c","XANt"," xan_e <=> xan_c","Xanthine reversible transport"
"1204","XPPT: prpp_c + xan_c --> ppi_c + xmp_c","XPPT"," prpp_c + xan_c --> ppi_c + xmp_c","Xanthine phosphoribosyltransferase"
"1205","XTSNt2: h_e + xtsn_e --> h_c + xtsn_c","XTSNt2"," h_e + xtsn_e --> h_c + xtsn_c","Xanthosine transport in via proton symport"
"1206","XYLK: atp_c + xylu_D_c --> adp_c + h_c + xu5p_D_c","XYLK"," atp_c + xylu_D_c --> adp_c + h_c + xu5p_D_c","Xylulokinase"
"1207","XYLR: h_c + nadph_c + xyl_D_c --> nadp_c + xylt_c","XYLR"," h_c + nadph_c + xyl_D_c --> nadp_c + xylt_c","Xylose reductase"
"1208","XYLTD_D: nad_c + xylt_c --> h_c + nadh_c + xylu_D_c","XYLTD_D"," nad_c + xylt_c --> h_c + nadh_c + xylu_D_c","Xylitol dehydrogenase  D xyulose forming "
"1209","XYLTt: xylt_e <=> xylt_c","XYLTt"," xylt_e <=> xylt_c","Xylitol transport via passive diffusion"
"1210","XYLt: xyl_D_e <=> xyl_D_c","XYLt"," xyl_D_e <=> xyl_D_c","D xylose reversible transport"
"1211","YUMPS: r5p_c + ura_c <=> h2o_c + psd5p_c","YUMPS"," r5p_c + ura_c <=> h2o_c + psd5p_c","YUMP synthetase"
"1212","ZYMSTt: zymst_e <=> zymst_c","ZYMSTt"," zymst_e <=> zymst_c","Zymosterol reversible transport"
"1213","ACAT_epist: epist_c + 0.63 hdcoa_c + 0.22 odecoa_c + 0.09 pmtcoa_c + 0.04 stcoa_c + 0.02 tdcoa_c --> 0.01 SEepist_SC_c + coa_c","ACAT_epist"," epist_c + 0.63 hdcoa_c + 0.22 odecoa_c + 0.09 pmtcoa_c + 0.04 stcoa_c + 0.02 tdcoa_c --> 0.01 SEepist_SC_c + coa_c",NA
"1214","ACAT_ergst: ergst_c + 0.005 hdcoa_c + 0.43 odecoa_c + 0.54 pmtcoa_c + 0.02 stcoa_c + 0.005 tdcoa_c --> 0.01 SEergst_SC_c + coa_c","ACAT_ergst"," ergst_c + 0.005 hdcoa_c + 0.43 odecoa_c + 0.54 pmtcoa_c + 0.02 stcoa_c + 0.005 tdcoa_c --> 0.01 SEergst_SC_c + coa_c",NA
"1215","ACAT_fecost: fecost_c + 0.63 hdcoa_c + 0.22 odecoa_c + 0.09 pmtcoa_c + 0.04 stcoa_c + 0.02 tdcoa_c --> 0.01 SEfecost_SC_c + coa_c","ACAT_fecost"," fecost_c + 0.63 hdcoa_c + 0.22 odecoa_c + 0.09 pmtcoa_c + 0.04 stcoa_c + 0.02 tdcoa_c --> 0.01 SEfecost_SC_c + coa_c",NA
"1216","ACAT_lanost: 0.38 hdcoa_c + lanost_c + 0.33 odecoa_c + 0.21 pmtcoa_c + 0.07 stcoa_c + 0.01 tdcoa_c --> 0.01 SElanost_SC_c + coa_c","ACAT_lanost"," 0.38 hdcoa_c + lanost_c + 0.33 odecoa_c + 0.21 pmtcoa_c + 0.07 stcoa_c + 0.01 tdcoa_c --> 0.01 SElanost_SC_c + coa_c",NA
"1217","ACAT_zymst: 0.5 hdcoa_c + 0.42 odecoa_c + 0.04 pmtcoa_c + 0.03 stcoa_c + 0.01 tdcoa_c + zymst_c --> 0.01 SEzymst_SC_c + coa_c","ACAT_zymst"," 0.5 hdcoa_c + 0.42 odecoa_c + 0.04 pmtcoa_c + 0.03 stcoa_c + 0.01 tdcoa_c + zymst_c --> 0.01 SEzymst_SC_c + coa_c",NA
"1218","DGL: 0.01 12dgr_SC_c + h2o_c --> 0.02 dca_c + 0.06 ddca_c + h_c + 0.27 hdca_c + 0.17 hdcea_c + 0.01 mag_SC_c + 0.05 ocdca_c + 0.24 ocdcea_c + 0.09 ocdcya_c + 0.1 ttdca_c","DGL"," 0.01 12dgr_SC_c + h2o_c --> 0.02 dca_c + 0.06 ddca_c + h_c + 0.27 hdca_c + 0.17 hdcea_c + 0.01 mag_SC_c + 0.05 ocdca_c + 0.24 ocdcea_c + 0.09 ocdcya_c + 0.1 ttdca_c",NA
"1219","DGRK_SC: 0.01 12dgr_SC_c + atp_c --> adp_c + h_c + 0.01 pa_SC_c","DGRK_SC"," 0.01 12dgr_SC_c + atp_c --> adp_c + h_c + 0.01 pa_SC_c",NA
"1220","LRO1_ps: 0.01 12dgr_SC_c + 0.01 ps_SC_c --> 0.01 lps_SC_c + 0.01 triglyc_SC_c","LRO1_ps"," 0.01 12dgr_SC_c + 0.01 ps_SC_c --> 0.01 lps_SC_c + 0.01 triglyc_SC_c",NA
"1221","MGL: h2o_c + 0.01 mag_SC_c --> 0.02 dca_c + 0.06 ddca_c + glyc_c + h_c + 0.27 hdca_c + 0.17 hdcea_c + 0.05 ocdca_c + 0.24 ocdcea_c + 0.09 ocdcya_c + 0.1 ttdca_c","MGL"," h2o_c + 0.01 mag_SC_c --> 0.02 dca_c + 0.06 ddca_c + glyc_c + h_c + 0.27 hdca_c + 0.17 hdcea_c + 0.05 ocdca_c + 0.24 ocdcea_c + 0.09 ocdcya_c + 0.1 ttdca_c",NA
"1222","PHOSPTD: 0.01 1ag3p_SC_c + h2o_c --> 0.01 mag_SC_c + pi_c","PHOSPTD"," 0.01 1ag3p_SC_c + h2o_c --> 0.01 mag_SC_c + pi_c",NA
"1223","PLB_lpc: h2o_c + 0.01 lpc_SC_c --> 0.01 gpc_SC_c + h_c + 0.0374 hdcoa_c + 0.638 ocdycacoa_c + 0.249 odecoa_c + 0.0768 pmtcoa_c + 0.0105 stcoa_c","PLB_lpc"," h2o_c + 0.01 lpc_SC_c --> 0.01 gpc_SC_c + h_c + 0.0374 hdcoa_c + 0.638 ocdycacoa_c + 0.249 odecoa_c + 0.0768 pmtcoa_c + 0.0105 stcoa_c",NA
"1224","PLB_lpe: h2o_c + 0.01 lpe_SC_c --> 0.01 gpe_SC_c + h_c + 0.0374 hdcoa_c + 0.638 ocdycacoa_c + 0.249 odecoa_c + 0.0768 pmtcoa_c + 0.0105 stcoa_c","PLB_lpe"," h2o_c + 0.01 lpe_SC_c --> 0.01 gpe_SC_c + h_c + 0.0374 hdcoa_c + 0.638 ocdycacoa_c + 0.249 odecoa_c + 0.0768 pmtcoa_c + 0.0105 stcoa_c",NA
"1225","PLB_lps: h2o_c + 0.01 lps_SC_c --> 0.01 gps_SC_c + h_c + 0.0374 hdcoa_c + 0.638 ocdycacoa_c + 0.249 odecoa_c + 0.0768 pmtcoa_c + 0.0105 stcoa_c","PLB_lps"," h2o_c + 0.01 lps_SC_c --> 0.01 gps_SC_c + h_c + 0.0374 hdcoa_c + 0.638 ocdycacoa_c + 0.249 odecoa_c + 0.0768 pmtcoa_c + 0.0105 stcoa_c",NA
"1226","PLB_pc: h2o_c + 0.01 pc_SC_c --> h_c + 0.0374 hdcoa_c + 0.01 lpc_SC_c + 0.638 ocdycacoa_c + 0.249 odecoa_c + 0.0768 pmtcoa_c + 0.0105 stcoa_c","PLB_pc"," h2o_c + 0.01 pc_SC_c --> h_c + 0.0374 hdcoa_c + 0.01 lpc_SC_c + 0.638 ocdycacoa_c + 0.249 odecoa_c + 0.0768 pmtcoa_c + 0.0105 stcoa_c",NA
"1227","PLB_pe: h2o_c + 0.01 pe_SC_c --> h_c + 0.0374 hdcoa_c + 0.01 lpe_SC_c + 0.638 ocdycacoa_c + 0.249 odecoa_c + 0.0768 pmtcoa_c + 0.0105 stcoa_c","PLB_pe"," h2o_c + 0.01 pe_SC_c --> h_c + 0.0374 hdcoa_c + 0.01 lpe_SC_c + 0.638 ocdycacoa_c + 0.249 odecoa_c + 0.0768 pmtcoa_c + 0.0105 stcoa_c",NA
"1228","PLB_ps: h2o_c + 0.01 ps_SC_c --> h_c + 0.0374 hdcoa_c + 0.01 lps_SC_c + 0.638 ocdycacoa_c + 0.249 odecoa_c + 0.0768 pmtcoa_c + 0.0105 stcoa_c","PLB_ps"," h2o_c + 0.01 ps_SC_c --> h_c + 0.0374 hdcoa_c + 0.01 lps_SC_c + 0.638 ocdycacoa_c + 0.249 odecoa_c + 0.0768 pmtcoa_c + 0.0105 stcoa_c",NA
"1229","PL_gpc: 0.01 gpc_SC_c + h2o_c --> chol_c + glyc3p_c + h_c","PL_gpc"," 0.01 gpc_SC_c + h2o_c --> chol_c + glyc3p_c + h_c",NA
"1230","PL_gpe: 0.01 gpe_SC_c + h2o_c --> etha_c + glyc3p_c + h_c","PL_gpe"," 0.01 gpe_SC_c + h2o_c --> etha_c + glyc3p_c + h_c",NA
"1231","PL_gps: 0.01 gps_SC_c + h2o_c --> glyc3p_c + h_c + ser_L_c","PL_gps"," 0.01 gps_SC_c + h2o_c --> glyc3p_c + h_c + ser_L_c",NA
"1232","SEH_epist: 0.01 SEepist_SC_c + h2o_c --> epist_c + 0.09 hdca_c + 0.63 hdcea_c + 0.04 ocdca_c + 0.22 ocdcea_c + 0.02 ttdca_c","SEH_epist"," 0.01 SEepist_SC_c + h2o_c --> epist_c + 0.09 hdca_c + 0.63 hdcea_c + 0.04 ocdca_c + 0.22 ocdcea_c + 0.02 ttdca_c",NA
"1233","SEH_ergst: 0.01 SEergst_SC_c + h2o_c --> ergst_c + 0.54 hdca_c + 0.005 hdcea_c + 0.02 ocdca_c + 0.43 ocdcea_c + 0.005 ttdca_c","SEH_ergst"," 0.01 SEergst_SC_c + h2o_c --> ergst_c + 0.54 hdca_c + 0.005 hdcea_c + 0.02 ocdca_c + 0.43 ocdcea_c + 0.005 ttdca_c",NA
"1234","SEH_fecost: 0.01 SEfecost_SC_c + h2o_c --> fecost_c + 0.09 hdca_c + 0.63 hdcea_c + 0.04 ocdca_c + 0.22 ocdcea_c + 0.02 ttdca_c","SEH_fecost"," 0.01 SEfecost_SC_c + h2o_c --> fecost_c + 0.09 hdca_c + 0.63 hdcea_c + 0.04 ocdca_c + 0.22 ocdcea_c + 0.02 ttdca_c",NA
"1235","SEH_lanost: 0.01 SElanost_SC_c + h2o_c --> h_c + 0.21 hdca_c + 0.38 hdcea_c + lanost_c + 0.07 ocdca_c + 0.33 ocdcea_c + 0.01 ttdca_c","SEH_lanost"," 0.01 SElanost_SC_c + h2o_c --> h_c + 0.21 hdca_c + 0.38 hdcea_c + lanost_c + 0.07 ocdca_c + 0.33 ocdcea_c + 0.01 ttdca_c",NA
"1236","SEH_zymst: 0.01 SEzymst_SC_c + h2o_c --> 0.04 hdca_c + 0.5 hdcea_c + 0.03 ocdca_c + 0.42 ocdcea_c + 0.01 ttdca_c + zymst_c","SEH_zymst"," 0.01 SEzymst_SC_c + h2o_c --> 0.04 hdca_c + 0.5 hdcea_c + 0.03 ocdca_c + 0.42 ocdcea_c + 0.01 ttdca_c + zymst_c",NA
"1237","SEp_form: 0.1735 SEepist_SC_c + 0.4082 SEergst_SC_c + 0.1327 SEfecost_SC_c + 0.0203 SElanost_SC_c + 0.2653 SEzymst_SC_c <=> SEparticle_SC_c","SEp_form"," 0.1735 SEepist_SC_c + 0.4082 SEergst_SC_c + 0.1327 SEfecost_SC_c + 0.0203 SElanost_SC_c + 0.2653 SEzymst_SC_c <=> SEparticle_SC_c",NA
"1238","TGL: h2o_c + 0.01 triglyc_SC_c --> 0.01 12dgr_SC_c + h_c + 0.0374 hdcoa_c + 0.638 ocdycacoa_c + 0.249 odecoa_c + 0.0768 pmtcoa_c + 0.0105 stcoa_c","TGL"," h2o_c + 0.01 triglyc_SC_c --> 0.01 12dgr_SC_c + h_c + 0.0374 hdcoa_c + 0.638 ocdycacoa_c + 0.249 odecoa_c + 0.0768 pmtcoa_c + 0.0105 stcoa_c",NA
"1239","membrane_rSC4_bal: 0.012635 ergst_c + 7e-06 pa_SC_c + 6.9e-05 pc_SC_c + 5.1e-05 pe_SC_c + 1.9e-05 ps_SC_c + 6.1e-05 ptd1ino_SC_c + 0.001713 zymst_c --> membrane_c","membrane_rSC4_bal"," 0.012635 ergst_c + 7e-06 pa_SC_c + 6.9e-05 pc_SC_c + 5.1e-05 pe_SC_c + 1.9e-05 ps_SC_c + 6.1e-05 ptd1ino_SC_c + 0.001713 zymst_c --> membrane_c",NA
"1240","glycogen_c_tp: glycogen_c <=> glycogen_c_e","glycogen_c_tp"," glycogen_c <=> glycogen_c_e",NA
"1241","membrane_WOtag: 0.00073 ergst_c + 1e-05 pa_SC_c + 6e-05 pc_SC_c + 5e-05 pe_SC_c + 2e-05 ps_SC_c + 5e-05 ptd1ino_SC_c + 0.00157 zymst_c --> membrane_c","membrane_WOtag"," 0.00073 ergst_c + 1e-05 pa_SC_c + 6e-05 pc_SC_c + 5e-05 pe_SC_c + 2e-05 ps_SC_c + 5e-05 ptd1ino_SC_c + 0.00157 zymst_c --> membrane_c",NA
"1242","rETOHt: etoh_c --> etoh_e","rETOHt"," etoh_c --> etoh_e",NA
"1243","trehalose_c_tp:  --> tre_c_e","trehalose_c_tp","  --> tre_c_e",NA
"1244","LEUTA: akg_c + leu_L_c <=> 4mop_c + glu_L_c","LEUTA"," akg_c + leu_L_c <=> 4mop_c + glu_L_c","Leucine transaminase"
"1245","DECDHG: decanal_c + h2o_c + nad_c --> dca_c + h_c + nadh_c","DECDHG"," decanal_c + h2o_c + nad_c --> dca_c + h_c + nadh_c",NA
"1246","DECH: decane_c + h_c + nadph_c + o2_c <=> decanol_c + h2o_c + nadp_c","DECH"," decane_c + h_c + nadph_c + o2_c <=> decanol_c + h2o_c + nadp_c",NA
"1247","DECFAO: decanol_c + o2_c <=> decanal_c + h2o2_c","DECFAO"," decanol_c + o2_c <=> decanal_c + h2o2_c",NA
"1248","HDCDHG: h2o_c + hxdcal_c + nad_c --> h_c + hdca_c + nadh_c","HDCDHG"," h2o_c + hxdcal_c + nad_c --> h_c + hdca_c + nadh_c",NA
"1249","HDCH: h_c + hedecane_c + nadph_c + o2_c <=> h2o_c + hedecanol_c + nadp_c","HDCH"," h_c + hedecane_c + nadph_c + o2_c <=> h2o_c + hedecanol_c + nadp_c",NA
"1250","HDCFAO: hedecanol_c + o2_c <=> h2o2_c + hxdcal_c","HDCFAO"," hedecanol_c + o2_c <=> h2o2_c + hxdcal_c",NA
"1251","DDCDHG: ddecanal_c + h2o_c + nad_c --> ddca_c + h_c + nadh_c","DDCDHG"," ddecanal_c + h2o_c + nad_c --> ddca_c + h_c + nadh_c",NA
"1252","DDCH: dodec_c + h_c + nadph_c + o2_c <=> ddecanol_c + h2o_c + nadp_c","DDCH"," dodec_c + h_c + nadph_c + o2_c <=> ddecanol_c + h2o_c + nadp_c",NA
"1253","DDCFAO: ddecanol_c + o2_c --> ddecanal_c + h2o2_c","DDCFAO"," ddecanol_c + o2_c --> ddecanal_c + h2o2_c",NA
"1254","FAO100p: 4.0 coa_x + dcacoa_x + 4.0 h2o_x + 4.0 nad_x + 4.0 o2_x --> 5.0 accoa_x + 4.0 h2o2_x + 4.0 h_x + 4.0 nadh_x","FAO100p"," 4.0 coa_x + dcacoa_x + 4.0 h2o_x + 4.0 nad_x + 4.0 o2_x --> 5.0 accoa_x + 4.0 h2o2_x + 4.0 h_x + 4.0 nadh_x",NA
"1255","FAO120p: 5.0 coa_x + ddcacoa_x + 5.0 h2o_x + 5.0 nad_x + 5.0 o2_x --> 6.0 accoa_x + 5.0 h2o2_x + 5.0 h_x + 5.0 nadh_x","FAO120p"," 5.0 coa_x + ddcacoa_x + 5.0 h2o_x + 5.0 nad_x + 5.0 o2_x --> 6.0 accoa_x + 5.0 h2o2_x + 5.0 h_x + 5.0 nadh_x",NA
"1256","FAO60p: 2.0 coa_x + 2.0 h2o_x + hcacoa_x + 2.0 nad_x + 2.0 o2_x --> 3.0 accoa_x + 2.0 h2o2_x + 2.0 h_x + 2.0 nadh_x","FAO60p"," 2.0 coa_x + 2.0 h2o_x + hcacoa_x + 2.0 nad_x + 2.0 o2_x --> 3.0 accoa_x + 2.0 h2o2_x + 2.0 h_x + 2.0 nadh_x",NA
"1257","FA60tp: hca_c --> hca_x","FA60tp"," hca_c --> hca_x",NA
"1258","HCAt: hdca_e --> hdca_c","HCAt"," hdca_e --> hdca_c",NA
"1259","BUCAt: buca_e --> buca_c","BUCAt"," buca_e --> buca_c",NA
"1260","FA40tp: buca_c --> buca_x","FA40tp"," buca_c --> buca_x",NA
"1261","coatp: coa_c <=> coa_x","coatp"," coa_c <=> coa_x",NA
"1262","O2tp: o2_c <=> o2_x","O2tp"," o2_c <=> o2_x",NA
"1263","exlip: triglyc_SC_e --> 0.02 dca_e + 0.06 ddca_e + 0.03 glyc_e + 0.27 hdca_e + 0.17 hdcea_e + 0.05 ocdca_e + 0.24 ocdcea_e + 0.09 ocdcya_e + 0.1 ttdca_e","exlip"," triglyc_SC_e --> 0.02 dca_e + 0.06 ddca_e + 0.03 glyc_e + 0.27 hdca_e + 0.17 hdcea_e + 0.05 ocdca_e + 0.24 ocdcea_e + 0.09 ocdcya_e + 0.1 ttdca_e",NA
"1264","dca_t: dca_e --> dca_c","dca_t"," dca_e --> dca_c",NA
"1265","OMCDC: 3c4mop_c + h_c --> 4mop_c + co2_c","OMCDC"," 3c4mop_c + h_c --> 4mop_c + co2_c","2-Oxo-4-methyl-3-carboxypentanoate decarboxylation"
"1266","TRIGSY_GLC_nlim: 0.01 12dgr_SC_c + 0.0345 hdcoa_c + 0.638 ocdycacoa_c + 0.383 odecoa_c + 0.14209 pmtcoa_c + 0.173 stcoa_c --> coa_c + 0.01 triglyc_SC_c","TRIGSY_GLC_nlim"," 0.01 12dgr_SC_c + 0.0345 hdcoa_c + 0.638 ocdycacoa_c + 0.383 odecoa_c + 0.14209 pmtcoa_c + 0.173 stcoa_c --> coa_c + 0.01 triglyc_SC_c",NA
"1267","TRIGSY_GLYC: 0.01 12dgr_SC_c + 0.0356 hdcoa_c + 0.686 ocdycacoa_c + 0.158 odecoa_c + 0.104 pmtcoa_c + 0.0167 stcoa_c --> coa_c + 0.01 triglyc_SC_c","TRIGSY_GLYC"," 0.01 12dgr_SC_c + 0.0356 hdcoa_c + 0.686 ocdycacoa_c + 0.158 odecoa_c + 0.104 pmtcoa_c + 0.0167 stcoa_c --> coa_c + 0.01 triglyc_SC_c",NA
"1268","VALTA: akg_c + val_L_c <=> 3mob_c + glu_L_c","VALTA"," akg_c + val_L_c <=> 3mob_c + glu_L_c","Valine transaminase"
"1269","ACACTDC10p: coa_x + oxo_DASH_C10DC_DASH_coa_x --> C8DC_DASH_coa_x + accoa_x","ACACTDC10p"," coa_x + oxo_DASH_C10DC_DASH_coa_x --> C8DC_DASH_coa_x + accoa_x",NA
"1270","ACACTDC12p: coa_x + oxo_DASH_C12DC_DASH_coa_x --> C10DC_DASH_coa_x + accoa_x","ACACTDC12p"," coa_x + oxo_DASH_C12DC_DASH_coa_x --> C10DC_DASH_coa_x + accoa_x",NA
"1271","ACACTDC14p: coa_x + oxo_DASH_C14DC_DASH_coa_x --> C12DC_DASH_coa_x + accoa_x","ACACTDC14p"," coa_x + oxo_DASH_C14DC_DASH_coa_x --> C12DC_DASH_coa_x + accoa_x",NA
"1272","ACACTDC16p: coa_x + oxo_DASH_C16DC_DASH_coa_x --> C14DC_DASH_coa_x + accoa_x","ACACTDC16p"," coa_x + oxo_DASH_C16DC_DASH_coa_x --> C14DC_DASH_coa_x + accoa_x",NA
"1273","ACACTDC6p: coa_x + oxo_DASH_C6DC_DASH_coa_x --> accoa_x + succoa_x","ACACTDC6p"," coa_x + oxo_DASH_C6DC_DASH_coa_x --> accoa_x + succoa_x",NA
"1274","ACACTDC8p: coa_x + oxo_DASH_C8DC_DASH_coa_x --> C6DC_DASH_coa_x + accoa_x","ACACTDC8p"," coa_x + oxo_DASH_C8DC_DASH_coa_x --> C6DC_DASH_coa_x + accoa_x",NA
"1275","ACOAODC10p: C10DC_DASH_coa_x + o2_x --> 2_DASH_ene_DASH_C10DC_DASH_coa_x + h2o2_x","ACOAODC10p"," C10DC_DASH_coa_x + o2_x --> 2_DASH_ene_DASH_C10DC_DASH_coa_x + h2o2_x",NA
"1276","ACOAODC12p: C12DC_DASH_coa_x + o2_x --> 2_DASH_ene_DASH_C12DC_DASH_coa_x + h2o2_x","ACOAODC12p"," C12DC_DASH_coa_x + o2_x --> 2_DASH_ene_DASH_C12DC_DASH_coa_x + h2o2_x",NA
"1277","ACOAODC14p: C14DC_DASH_coa_x + o2_x --> 2_DASH_ene_DASH_C14DC_DASH_coa_x + h2o2_x","ACOAODC14p"," C14DC_DASH_coa_x + o2_x --> 2_DASH_ene_DASH_C14DC_DASH_coa_x + h2o2_x",NA
"1278","ACOAODC16p: C16DC_DASH_coa_x + o2_x --> 2_DASH_ene_DASH_C16DC_DASH_coa_x + h2o2_x","ACOAODC16p"," C16DC_DASH_coa_x + o2_x --> 2_DASH_ene_DASH_C16DC_DASH_coa_x + h2o2_x",NA
"1279","ACOAODC6p: C6DC_DASH_coa_x + o2_x --> 2_DASH_ene_DASH_C6DC_DASH_coa_x + h2o2_x","ACOAODC6p"," C6DC_DASH_coa_x + o2_x --> 2_DASH_ene_DASH_C6DC_DASH_coa_x + h2o2_x",NA
"1280","ACOAODC8p: C8DC_DASH_coa_x + o2_x --> 2_DASH_ene_DASH_C8DC_DASH_coa_x + h2o2_x","ACOAODC8p"," C8DC_DASH_coa_x + o2_x --> 2_DASH_ene_DASH_C8DC_DASH_coa_x + h2o2_x",NA
"1281","ALDDHD: dcaal_c + h2o_c + nad_c --> C10DC_c + h_c + nadh_c","ALDDHD"," dcaal_c + h2o_c + nad_c --> C10DC_c + h_c + nadh_c",NA
"1282","ALDDHDD: ddcaal_c + h2o_c + nad_c --> C12DC_c + h_c + nadh_c","ALDDHDD"," ddcaal_c + h2o_c + nad_c --> C12DC_c + h_c + nadh_c",NA
"1283","ALDDHHD: h2o_c + hdcaal_c + nad_c --> C16DC_c + h_c + nadh_c","ALDDHHD"," h2o_c + hdcaal_c + nad_c --> C16DC_c + h_c + nadh_c",NA
"1284","DCAFAO: dcaol_c + o2_c --> dcaal_c + h2o2_c","DCAFAO"," dcaol_c + o2_c --> dcaal_c + h2o2_c",NA
"1285","DCAH: dca_c + h_c + nadph_c + o2_c --> dcaol_c + h2o_c + nadp_c","DCAH"," dca_c + h_c + nadph_c + o2_c --> dcaol_c + h2o_c + nadp_c",NA
"1286","DCCOAL10: C10DC_x + atp_x + coa_x <=> C10DC_DASH_coa_x + amp_x + ppi_x","DCCOAL10"," C10DC_x + atp_x + coa_x <=> C10DC_DASH_coa_x + amp_x + ppi_x",NA
"1287","DCCOAL12: C12DC_x + atp_x + coa_x <=> C12DC_DASH_coa_x + amp_x + ppi_x","DCCOAL12"," C12DC_x + atp_x + coa_x <=> C12DC_DASH_coa_x + amp_x + ppi_x",NA
"1288","DCCOAL16: C16DC_x + atp_x + coa_x <=> C16DC_DASH_coa_x + amp_x + ppi_x","DCCOAL16"," C16DC_x + atp_x + coa_x <=> C16DC_DASH_coa_x + amp_x + ppi_x",NA
